,C,HW,K,RS
17783,3,12,64,11
17784,3,12,64,7
17785,3,12,384,3
17786,3,12,384,5
17787,3,12,384,1
17788,3,12,384,11
17789,3,12,384,7
17790,3,12,256,3
17791,3,12,256,5
17792,3,12,256,1
17793,3,12,256,11
17794,3,12,256,7
17795,3,12,128,3
17796,3,12,128,5
17797,3,12,128,1
17798,3,12,128,11
17799,3,12,128,7
17800,3,12,255,3
17801,3,12,255,5
17802,3,12,255,1
17803,3,12,255,11
17804,3,12,255,7
17805,3,12,1024,3
17806,3,12,1024,5
17807,3,12,1024,1
17808,3,12,1024,11
17809,3,12,1024,7
17810,3,12,96,3
17811,3,12,96,5
17812,3,12,96,1
17813,3,12,96,11
17814,3,12,96,7
17815,3,12,6,3
17816,3,12,6,5
17817,3,12,6,1
17818,3,12,6,11
17819,3,12,6,7
17820,3,12,28,3
17821,3,12,28,5
17822,3,12,28,1
17823,3,12,28,11
17824,3,12,28,7
17825,3,12,192,3
17826,3,12,192,5
17827,3,12,192,1
17828,3,12,192,11
17829,3,12,192,7
17830,3,12,9,3
17831,3,12,9,5
17832,3,12,9,1
17833,3,12,9,11
17834,3,12,9,7
17835,3,12,12,3
17836,3,12,12,5
17837,3,12,12,1
17838,3,12,12,11
17839,3,12,12,7
17840,3,12,56,3
17841,3,12,56,5
17842,3,12,56,1
17843,3,12,56,11
17844,3,12,56,7
17845,3,12,3,3
17846,3,12,3,5
17847,3,12,3,1
17848,3,12,3,11
17849,3,12,3,7
17850,3,13,512,3
17851,3,13,512,5
17852,3,13,512,1
17853,3,13,512,11
17854,3,13,512,7
17855,3,13,16,3
17856,3,13,16,5
17857,3,13,16,1
17858,3,13,16,11
17859,3,13,16,7
17860,3,13,32,3
17861,3,13,32,5
17862,3,13,32,1
17863,3,13,32,11
17864,3,13,32,7
17865,3,13,64,3
17866,3,13,64,5
17867,3,13,64,1
17868,3,13,64,11
17869,3,13,64,7
17870,3,13,384,3
17871,3,13,384,5
17872,3,13,384,1
17873,3,13,384,11
17874,3,13,384,7
17875,3,13,256,3
17876,3,13,256,5
17877,3,13,256,1
17878,3,13,256,11
17879,3,13,256,7
17880,3,13,128,3
17881,3,13,128,5
17882,3,13,128,1
17883,3,13,128,11
17884,3,13,128,7
17885,3,13,255,3
17886,3,13,255,5
17887,3,13,255,1
17888,3,13,255,11
17889,3,13,255,7
17890,3,13,1024,3
17891,3,13,1024,5
17892,3,13,1024,1
17893,3,13,1024,11
17894,3,13,1024,7
17895,3,13,96,3
17896,3,13,96,5
17897,3,13,96,1
17898,3,13,96,11
17899,3,13,96,7
17900,3,13,6,3
17901,3,13,6,5
17902,3,13,6,1
17903,3,13,6,11
17904,3,13,6,7
17905,3,13,28,3
17906,3,13,28,5
17907,3,13,28,1
17908,3,13,28,11
17909,3,13,28,7
17910,3,13,192,3
17911,3,13,192,5
17912,3,13,192,1
17913,3,13,192,11
17914,3,13,192,7
17915,3,13,9,3
17916,3,13,9,5
17917,3,13,9,1
17918,3,13,9,11
17919,3,13,9,7
17920,3,13,12,3
17921,3,13,12,5
17922,3,13,12,1
17923,3,13,12,11
17924,3,13,12,7
17925,3,13,56,3
17926,3,13,56,5
17927,3,13,56,1
17928,3,13,56,11
17929,3,13,56,7
17930,3,13,3,3
17931,3,13,3,5
17932,3,13,3,1
17933,3,13,3,11
17934,3,13,3,7
17935,3,14,512,3
17936,3,14,512,5
17937,3,14,512,1
17938,3,14,512,11
17939,3,14,512,7
17940,3,14,16,3
17941,3,14,16,5
17942,3,14,16,1
17943,3,14,16,11
17944,3,14,16,7
17945,3,14,32,3
17946,3,14,32,5
17947,3,14,32,1
17948,3,14,32,11
17949,3,14,32,7
17950,3,14,64,3
17951,3,14,64,5
17952,3,14,64,1
17953,3,14,64,11
17954,3,14,64,7
17955,3,14,384,3
17956,3,14,384,5
17957,3,14,384,1
17958,3,14,384,11
17959,3,14,384,7
17960,3,14,256,3
17961,3,14,256,5
17962,3,14,256,1
17963,3,14,256,11
17964,3,14,256,7
17965,3,14,128,3
17966,3,14,128,5
17967,3,14,128,1
17968,3,14,128,11
17969,3,14,128,7
17970,3,14,255,3
17971,3,14,255,5
17972,3,14,255,1
17973,3,14,255,11
17974,3,14,255,7
17975,3,14,1024,3
17976,3,14,1024,5
17977,3,14,1024,1
17978,3,14,1024,11
17979,3,14,1024,7
17980,3,14,96,3
17981,3,14,96,5
17982,3,14,96,1
17983,3,14,96,11
17984,3,14,96,7
17985,3,14,6,3
17986,3,14,6,5
17987,3,14,6,1
17988,3,14,6,11
17989,3,14,6,7
17990,3,14,28,3
17991,3,14,28,5
17992,3,14,28,1
17993,3,14,28,11
17994,3,14,28,7
17995,3,14,192,3
17996,3,14,192,5
17997,3,14,192,1
17998,3,14,192,11
17999,3,14,192,7
18000,3,14,9,3
18001,3,14,9,5
18002,3,14,9,1
18003,3,14,9,11
18004,3,14,9,7
18005,3,14,12,3
18006,3,14,12,5
18007,3,14,12,1
18008,3,14,12,11
18009,3,14,12,7
18010,3,14,56,3
18011,3,14,56,5
18012,3,14,56,1
18013,3,14,56,11
18014,3,14,56,7
18015,3,14,3,3
18016,3,14,3,5
18017,3,14,3,1
18018,3,14,3,11
18019,3,14,3,7
18020,3,16,512,3
18021,3,16,512,5
18022,3,16,512,1
18023,3,16,512,11
18024,3,16,512,7
18025,3,16,16,3
18026,3,16,16,5
18027,3,16,16,1
18028,3,16,16,11
18029,3,16,16,7
18030,3,16,32,3
18031,3,16,32,5
18032,3,16,32,1
18033,3,16,32,11
18034,3,16,32,7
18035,3,16,64,3
18036,3,16,64,5
18037,3,16,64,1
18038,3,16,64,11
18039,3,16,64,7
18040,3,16,384,3
18041,3,16,384,5
18042,3,16,384,1
18043,3,16,384,11
18044,3,16,384,7
18045,3,16,256,3
18046,3,16,256,5
18047,3,16,256,1
18048,3,16,256,11
18049,3,16,256,7
18050,3,16,128,3
18051,3,16,128,5
18052,3,16,128,1
18053,3,16,128,11
18054,3,16,128,7
18055,3,16,255,3
18056,3,16,255,5
18057,3,16,255,1
18058,3,16,255,11
18059,3,16,255,7
18060,3,16,1024,3
18061,3,16,1024,5
18062,3,16,1024,1
18063,3,16,1024,11
18064,3,16,1024,7
18065,3,16,96,3
18066,3,16,96,5
18067,3,16,96,1
18068,3,16,96,11
18069,3,16,96,7
18070,3,16,6,3
18071,3,16,6,5
18072,3,16,6,1
18073,3,16,6,11
18074,3,16,6,7
18075,3,16,28,3
18076,3,16,28,5
18077,3,16,28,1
18078,3,16,28,11
18079,3,16,28,7
18080,3,16,192,3
18081,3,16,192,5
18082,3,16,192,1
18083,3,16,192,11
18084,3,16,192,7
18085,3,16,9,3
18086,3,16,9,5
18087,3,16,9,1
18088,3,16,9,11
18089,3,16,9,7
18090,3,16,12,3
18091,3,16,12,5
18092,3,16,12,1
18093,3,16,12,11
18094,3,16,12,7
18095,3,16,56,3
18096,3,16,56,5
18097,3,16,56,1
18098,3,16,56,11
18099,3,16,56,7
18100,3,16,3,3
18101,3,16,3,5
18102,3,16,3,1
18103,3,16,3,11
18104,3,16,3,7
18105,3,26,512,3
18106,3,26,512,5
18107,3,26,512,1
18108,3,26,512,11
18109,3,26,512,7
18110,3,26,16,3
18111,3,26,16,5
18112,3,26,16,1
18113,3,26,16,11
18114,3,26,16,7
18115,3,26,32,3
18116,3,26,32,5
18117,3,26,32,1
18118,3,26,32,11
18119,3,26,32,7
18120,3,26,64,3
18121,3,26,64,5
18122,3,26,64,1
18123,3,26,64,11
18124,3,26,64,7
18125,3,26,384,3
18126,3,26,384,5
18127,3,26,384,1
18128,3,26,384,11
18129,3,26,384,7
18130,3,26,256,3
18131,3,26,256,5
18132,3,26,256,1
18133,3,26,256,11
18134,3,26,256,7
18135,3,26,128,3
18136,3,26,128,5
18137,3,26,128,1
18138,3,26,128,11
18139,3,26,128,7
18140,3,26,255,3
18141,3,26,255,5
18142,3,26,255,1
18143,3,26,255,11
18144,3,26,255,7
18145,3,26,1024,3
18146,3,26,1024,5
18147,3,26,1024,1
18148,3,26,1024,11
18149,3,26,1024,7
18150,3,26,96,3
18151,3,26,96,5
18152,3,26,96,1
18153,3,26,96,11
18154,3,26,96,7
18155,3,26,6,3
18156,3,26,6,5
18157,3,26,6,1
18158,3,26,6,11
18159,3,26,6,7
18160,3,26,28,3
18161,3,26,28,5
18162,3,26,28,1
18163,3,26,28,11
18164,3,26,28,7
18165,3,26,192,3
18166,3,26,192,5
18167,3,26,192,1
18168,3,26,192,11
18169,3,26,192,7
18170,3,26,9,3
18171,3,26,9,5
18172,3,26,9,1
18173,3,26,9,11
18174,3,26,9,7
18175,3,26,12,3
18176,3,26,12,5
18177,3,26,12,1
18178,3,26,12,11
18179,3,26,12,7
18180,3,26,56,3
18181,3,26,56,5
18182,3,26,56,1
18183,3,26,56,11
18184,3,26,56,7
18185,3,26,3,3
18186,3,26,3,5
18187,3,26,3,1
18188,3,26,3,11
18189,3,26,3,7
18190,3,28,512,3
18191,3,28,512,5
18192,3,28,512,1
18193,3,28,512,11
18194,3,28,512,7
18195,3,28,16,3
18196,3,28,16,5
18197,3,28,16,1
18198,3,28,16,11
18199,3,28,16,7
18200,3,28,32,3
18201,3,28,32,5
18202,3,28,32,1
18203,3,28,32,11
18204,3,28,32,7
18205,3,28,64,3
18206,3,28,64,5
18207,3,28,64,1
18208,3,28,64,11
18209,3,28,64,7
18210,3,28,384,3
18211,3,28,384,5
18212,3,28,384,1
18213,3,28,384,11
18214,3,28,384,7
18215,3,28,256,3
18216,3,28,256,5
18217,3,28,256,1
18218,3,28,256,11
18219,3,28,256,7
18220,3,28,128,3
18221,3,28,128,5
18222,3,28,128,1
18223,3,28,128,11
18224,3,28,128,7
18225,3,28,255,3
18226,3,28,255,5
18227,3,28,255,1
18228,3,28,255,11
18229,3,28,255,7
18230,3,28,1024,3
18231,3,28,1024,5
18232,3,28,1024,1
18233,3,28,1024,11
18234,3,28,1024,7
18235,3,28,96,3
18236,3,28,96,5
18237,3,28,96,1
18238,3,28,96,11
18239,3,28,96,7
18240,3,28,6,3
18241,3,28,6,5
18242,3,28,6,1
18243,3,28,6,11
18244,3,28,6,7
18245,3,28,28,3
18246,3,28,28,5
18247,3,28,28,1
18248,3,28,28,11
18249,3,28,28,7
18250,3,28,192,3
18251,3,28,192,5
18252,3,28,192,1
18253,3,28,192,11
18254,3,28,192,7
18255,3,28,9,3
18256,3,28,9,5
18257,3,28,9,1
18258,3,28,9,11
18259,3,28,9,7
18260,3,28,12,3
18261,3,28,12,5
18262,3,28,12,1
18263,3,28,12,11
18264,3,28,12,7
18265,3,28,56,3
18266,3,28,56,5
18267,3,28,56,1
18268,3,28,56,11
18269,3,28,56,7
18270,3,28,3,3
18271,3,28,3,5
18272,3,28,3,1
18273,3,28,3,11
18274,3,28,3,7
18275,3,32,512,3
18276,3,32,512,5
18277,3,32,512,1
18278,3,32,512,11
18279,3,32,512,7
18280,3,32,16,3
18281,3,32,16,5
18282,3,32,16,1
18283,3,32,16,11
18284,3,32,16,7
18285,3,32,32,3
18286,3,32,32,5
18287,3,32,32,1
18288,3,32,32,11
18289,3,32,32,7
18290,3,32,64,3
18291,3,32,64,5
18292,3,32,64,1
18293,3,32,64,11
18294,3,32,64,7
18295,3,32,384,3
18296,3,32,384,5
18297,3,32,384,1
18298,3,32,384,11
18299,3,32,384,7
18300,3,32,256,3
18301,3,32,256,5
18302,3,32,256,1
18303,3,32,256,11
18304,3,32,256,7
18305,3,32,128,3
18306,3,32,128,5
18307,3,32,128,1
18308,3,32,128,11
18309,3,32,128,7
18310,3,32,255,3
18311,3,32,255,5
18312,3,32,255,1
18313,3,32,255,11
18314,3,32,255,7
18315,3,32,1024,3
18316,3,32,1024,5
18317,3,32,1024,1
18318,3,32,1024,11
18319,3,32,1024,7
18320,3,32,96,3
18321,3,32,96,5
18322,3,32,96,1
18323,3,32,96,11
18324,3,32,96,7
18325,3,32,6,3
18326,3,32,6,5
18327,3,32,6,1
18328,3,32,6,11
18329,3,32,6,7
18330,3,32,28,3
18331,3,32,28,5
18332,3,32,28,1
18333,3,32,28,11
18334,3,32,28,7
18335,3,32,192,3
18336,3,32,192,5
18337,3,32,192,1
18338,3,32,192,11
18339,3,32,192,7
18340,3,32,9,3
18341,3,32,9,5
18342,3,32,9,1
18343,3,32,9,11
18344,3,32,9,7
18345,3,32,12,3
18346,3,32,12,5
18347,3,32,12,1
18348,3,32,12,11
18349,3,32,12,7
18350,3,32,56,3
18351,3,32,56,5
18352,3,32,56,1
18353,3,32,56,11
18354,3,32,56,7
18355,3,32,3,3
18356,3,32,3,5
18357,3,32,3,1
18358,3,32,3,11
18359,3,32,3,7
18360,3,52,512,3
18361,3,52,512,5
18362,3,52,512,1
18363,3,52,512,11
18364,3,52,512,7
18365,3,52,16,3
18366,3,52,16,5
18367,3,52,16,1
18368,3,52,16,11
18369,3,52,16,7
18370,3,52,32,3
18371,3,52,32,5
18372,3,52,32,1
18373,3,52,32,11
18374,3,52,32,7
18375,3,52,64,3
18376,3,52,64,5
18377,3,52,64,1
18378,3,52,64,11
18379,3,52,64,7
18380,3,52,384,3
18381,3,52,384,5
18382,3,52,384,1
18383,3,52,384,11
18384,3,52,384,7
18385,3,52,256,3
18386,3,52,256,5
18387,3,52,256,1
18388,3,52,256,11
18389,3,52,256,7
18390,3,52,128,3
18391,3,52,128,5
18392,3,52,128,1
18393,3,52,128,11
18394,3,52,128,7
18395,3,52,255,3
18396,3,52,255,5
18397,3,52,255,1
18398,3,52,255,11
18399,3,52,255,7
18400,3,52,1024,3
18401,3,52,1024,5
18402,3,52,1024,1
18403,3,52,1024,11
18404,3,52,1024,7
18405,3,52,96,3
18406,3,52,96,5
18407,3,52,96,1
18408,3,52,96,11
18409,3,52,96,7
18410,3,52,6,3
18411,3,52,6,5
18412,3,52,6,1
18413,3,52,6,11
18414,3,52,6,7
18415,3,52,28,3
18416,3,52,28,5
18417,3,52,28,1
18418,3,52,28,11
18419,3,52,28,7
18420,3,52,192,3
18421,3,52,192,5
18422,3,52,192,1
18423,3,52,192,11
18424,3,52,192,7
18425,3,52,9,3
18426,3,52,9,5
18427,3,52,9,1
18428,3,52,9,11
18429,3,52,9,7
18430,3,52,12,3
18431,3,52,12,5
18432,3,52,12,1
18433,3,52,12,11
18434,3,52,12,7
18435,3,52,56,3
18436,3,52,56,5
18437,3,52,56,1
18438,3,52,56,11
18439,3,52,56,7
18440,3,52,3,3
18441,3,52,3,5
18442,3,52,3,1
18443,3,52,3,11
18444,3,52,3,7
18445,3,56,512,3
18446,3,56,512,5
18447,3,56,512,1
18448,3,56,512,11
18449,3,56,512,7
18450,3,56,16,3
18451,3,56,16,5
18452,3,56,16,1
18453,3,56,16,11
18454,3,56,16,7
18455,3,56,32,3
18456,3,56,32,5
18457,3,56,32,1
18458,3,56,32,11
18459,3,56,32,7
18460,3,56,64,3
18461,3,56,64,5
18462,3,56,64,1
18463,3,56,64,11
18464,3,56,64,7
18465,3,56,384,3
18466,3,56,384,5
18467,3,56,384,1
18468,3,56,384,11
18469,3,56,384,7
18470,3,56,256,3
18471,3,56,256,5
18472,3,56,256,1
18473,3,56,256,11
18474,3,56,256,7
18475,3,56,128,3
18476,3,56,128,5
18477,3,56,128,1
18478,3,56,128,11
18479,3,56,128,7
18480,3,56,255,3
18481,3,56,255,5
18482,3,56,255,1
18483,3,56,255,11
18484,3,56,255,7
18485,3,56,1024,3
18486,3,56,1024,5
18487,3,56,1024,1
18488,3,56,1024,11
18489,3,56,1024,7
18490,3,56,96,3
18491,3,56,96,5
18492,3,56,96,1
18493,3,56,96,11
18494,3,56,96,7
18495,3,56,6,3
18496,3,56,6,5
18497,3,56,6,1
18498,3,56,6,11
18499,3,56,6,7
18500,3,56,28,3
18501,3,56,28,5
18502,3,56,28,1
18503,3,56,28,11
18504,3,56,28,7
18505,3,56,192,3
18506,3,56,192,5
18507,3,56,192,1
18508,3,56,192,11
18509,3,56,192,7
18510,3,56,9,3
18511,3,56,9,5
18512,3,56,9,1
18513,3,56,9,11
18514,3,56,9,7
18515,3,56,12,3
18516,3,56,12,5
18517,3,56,12,1
18518,3,56,12,11
18519,3,56,12,7
18520,3,56,56,3
18521,3,56,56,5
18522,3,56,56,1
18523,3,56,56,11
18524,3,56,56,7
18525,3,56,3,3
18526,3,56,3,5
18527,3,56,3,1
18528,3,56,3,11
18529,3,56,3,7
18530,3,64,512,3
18531,3,64,512,5
18532,3,64,512,1
18533,3,64,512,11
18534,3,64,512,7
18535,3,64,16,3
18536,3,64,16,5
18537,3,64,16,1
18538,3,64,16,11
18539,3,64,16,7
18540,3,64,32,3
18541,3,64,32,5
18542,3,64,32,1
18543,3,64,32,11
18544,3,64,32,7
18545,3,64,64,3
18546,3,64,64,5
18547,3,64,64,1
18548,3,64,64,11
18549,3,64,64,7
18550,3,64,384,3
18551,3,64,384,5
18552,3,64,384,1
18553,3,64,384,11
18554,3,64,384,7
18555,3,64,256,3
18556,3,64,256,5
18557,3,64,256,1
18558,3,64,256,11
18559,3,64,256,7
18560,3,64,128,3
18561,3,64,128,5
18562,3,64,128,1
18563,3,64,128,11
18564,3,64,128,7
18565,3,64,255,3
18566,3,64,255,5
18567,3,64,255,1
18568,3,64,255,11
18569,3,64,255,7
18570,3,64,1024,3
18571,3,64,1024,5
18572,3,64,1024,1
18573,3,64,1024,11
18574,3,64,1024,7
18575,3,64,96,3
18576,3,64,96,5
18577,3,64,96,1
18578,3,64,96,11
18579,3,64,96,7
18580,3,64,6,3
18581,3,64,6,5
18582,3,64,6,1
18583,3,64,6,11
18584,3,64,6,7
18585,3,64,28,3
18586,3,64,28,5
18587,3,64,28,1
18588,3,64,28,11
18589,3,64,28,7
18590,3,64,192,3
18591,3,64,192,5
18592,3,64,192,1
18593,3,64,192,11
18594,3,64,192,7
18595,3,64,9,3
18596,3,64,9,5
18597,3,64,9,1
18598,3,64,9,11
18599,3,64,9,7
18600,3,64,12,3
18601,3,64,12,5
18602,3,64,12,1
18603,3,64,12,11
18604,3,64,12,7
18605,3,64,56,3
18606,3,64,56,5
18607,3,64,56,1
18608,3,64,56,11
18609,3,64,56,7
18610,3,64,3,3
18611,3,64,3,5
18612,3,64,3,1
18613,3,64,3,11
18614,3,64,3,7
18615,3,70,512,3
18616,3,70,512,5
18617,3,70,512,1
18618,3,70,512,11
18619,3,70,512,7
18620,3,70,16,3
18621,3,70,16,5
18622,3,70,16,1
18623,3,70,16,11
18624,3,70,16,7
18625,3,70,32,3
18626,3,70,32,5
18627,3,70,32,1
18628,3,70,32,11
18629,3,70,32,7
18630,3,70,64,3
18631,3,70,64,5
18632,3,70,64,1
18633,3,70,64,11
18634,3,70,64,7
18635,3,70,384,3
18636,3,70,384,5
18637,3,70,384,1
18638,3,70,384,11
18639,3,70,384,7
18640,3,70,256,3
18641,3,70,256,5
18642,3,70,256,1
18643,3,70,256,11
18644,3,70,256,7
18645,3,70,128,3
18646,3,70,128,5
18647,3,70,128,1
18648,3,70,128,11
18649,3,70,128,7
18650,3,70,255,3
18651,3,70,255,5
18652,3,70,255,1
18653,3,70,255,11
18654,3,70,255,7
18655,3,70,1024,3
18656,3,70,1024,5
18657,3,70,1024,1
18658,3,70,1024,11
18659,3,70,1024,7
18660,3,70,96,3
18661,3,70,96,5
18662,3,70,96,1
18663,3,70,96,11
18664,3,70,96,7
18665,3,70,6,3
18666,3,70,6,5
18667,3,70,6,1
18668,3,70,6,11
18669,3,70,6,7
18670,3,70,28,3
18671,3,70,28,5
18672,3,70,28,1
18673,3,70,28,11
18674,3,70,28,7
18675,3,70,192,3
18676,3,70,192,5
18677,3,70,192,1
18678,3,70,192,11
18679,3,70,192,7
18680,3,70,9,3
18681,3,70,9,5
18682,3,70,9,1
18683,3,70,9,11
18684,3,70,9,7
18685,3,70,12,3
18686,3,70,12,5
18687,3,70,12,1
18688,3,70,12,11
18689,3,70,12,7
18690,3,70,56,3
18691,3,70,56,5
18692,3,70,56,1
18693,3,70,56,11
18694,3,70,56,7
18695,3,70,3,3
18696,3,70,3,5
18697,3,70,3,1
18698,3,70,3,11
18699,3,70,3,7
18700,3,104,512,3
18701,3,104,512,5
18702,3,104,512,1
18703,3,104,512,11
18704,3,104,512,7
18705,3,104,16,3
18706,3,104,16,5
18707,3,104,16,1
18708,3,104,16,11
18709,3,104,16,7
18710,3,104,32,3
18711,3,104,32,5
18712,3,104,32,1
18713,3,104,32,11
18714,3,104,32,7
18715,3,104,64,3
18716,3,104,64,5
18717,3,104,64,1
18718,3,104,64,11
18719,3,104,64,7
18720,3,104,384,3
18721,3,104,384,5
18722,3,104,384,1
18723,3,104,384,11
18724,3,104,384,7
18725,3,104,256,3
18726,3,104,256,5
18727,3,104,256,1
18728,3,104,256,11
18729,3,104,256,7
18730,3,104,128,3
18731,3,104,128,5
18732,3,104,128,1
18733,3,104,128,11
18734,3,104,128,7
18735,3,104,255,3
18736,3,104,255,5
18737,3,104,255,1
18738,3,104,255,11
18739,3,104,255,7
18740,3,104,1024,3
18741,3,104,1024,5
18742,3,104,1024,1
18743,3,104,1024,11
18744,3,104,1024,7
18745,3,104,96,3
18746,3,104,96,5
18747,3,104,96,1
18748,3,104,96,11
18749,3,104,96,7
18750,3,104,6,3
18751,3,104,6,5
18752,3,104,6,1
18753,3,104,6,11
18754,3,104,6,7
18755,3,104,28,3
18756,3,104,28,5
18757,3,104,28,1
18758,3,104,28,11
18759,3,104,28,7
18760,3,104,192,3
18761,3,104,192,5
18762,3,104,192,1
18763,3,104,192,11
18764,3,104,192,7
18765,3,104,9,3
18766,3,104,9,5
18767,3,104,9,1
18768,3,104,9,11
18769,3,104,9,7
18770,3,104,12,3
18771,3,104,12,5
18772,3,104,12,1
18773,3,104,12,11
18774,3,104,12,7
18775,3,104,56,3
18776,3,104,56,5
18777,3,104,56,1
18778,3,104,56,11
18779,3,104,56,7
18780,3,104,3,3
18781,3,104,3,5
18782,3,104,3,1
18783,3,104,3,11
18784,3,104,3,7
18785,3,112,512,3
18786,3,112,512,5
18787,3,112,512,1
18788,3,112,512,11
18789,3,112,512,7
18790,3,112,16,3
18791,3,112,16,5
18792,3,112,16,1
18793,3,112,16,11
18794,3,112,16,7
18795,3,112,32,3
18796,3,112,32,5
18797,3,112,32,1
18798,3,112,32,11
18799,3,112,32,7
18800,3,112,64,3
18801,3,112,64,5
18802,3,112,64,1
18803,3,112,64,11
18804,3,112,64,7
18805,3,112,384,3
18806,3,112,384,5
18807,3,112,384,1
18808,3,112,384,11
18809,3,112,384,7
18810,3,112,256,3
18811,3,112,256,5
18812,3,112,256,1
18813,3,112,256,11
18814,3,112,256,7
18815,3,112,128,3
18816,3,112,128,5
18817,3,112,128,1
18818,3,112,128,11
18819,3,112,128,7
18820,3,112,255,3
18821,3,112,255,5
18822,3,112,255,1
18823,3,112,255,11
18824,3,112,255,7
18825,3,112,1024,3
18826,3,112,1024,5
18827,3,112,1024,1
18828,3,112,1024,11
18829,3,112,1024,7
18830,3,112,96,3
18831,3,112,96,5
18832,3,112,96,1
18833,3,112,96,11
18834,3,112,96,7
18835,3,112,6,3
18836,3,112,6,5
18837,3,112,6,1
18838,3,112,6,11
18839,3,112,6,7
18840,3,112,28,3
18841,3,112,28,5
18842,3,112,28,1
18843,3,112,28,11
18844,3,112,28,7
18845,3,112,192,3
18846,3,112,192,5
18847,3,112,192,1
18848,3,112,192,11
18849,3,112,192,7
18850,3,112,9,3
18851,3,112,9,5
18852,3,112,9,1
18853,3,112,9,11
18854,3,112,9,7
18855,3,112,12,3
18856,3,112,12,5
18857,3,112,12,1
18858,3,112,12,11
18859,3,112,12,7
18860,3,112,56,3
18861,3,112,56,5
18862,3,112,56,1
18863,3,112,56,11
18864,3,112,56,7
18865,3,112,3,3
18866,3,112,3,5
18867,3,112,3,1
18868,3,112,3,11
18869,3,112,3,7
18870,3,128,512,3
18871,3,128,512,5
18872,3,128,512,1
18873,3,128,512,11
18874,3,128,512,7
18875,3,128,16,3
18876,3,128,16,5
18877,3,128,16,1
18878,3,128,16,11
18879,3,128,16,7
18880,3,128,32,3
18881,3,128,32,5
18882,3,128,32,1
18883,3,128,32,11
18884,3,128,32,7
18885,3,128,64,3
18886,3,128,64,5
18887,3,128,64,1
18888,3,128,64,11
18889,3,128,64,7
18890,3,128,384,3
18891,3,128,384,5
18892,3,128,384,1
18893,3,128,384,11
18894,3,128,384,7
18895,3,128,256,3
18896,3,128,256,5
18897,3,128,256,1
18898,3,128,256,11
18899,3,128,256,7
18900,3,128,128,3
18901,3,128,128,5
18902,3,128,128,1
18903,3,128,128,11
18904,3,128,128,7
18905,3,128,255,3
18906,3,128,255,5
18907,3,128,255,1
18908,3,128,255,11
18909,3,128,255,7
18910,3,128,1024,3
18911,3,128,1024,5
18912,3,128,1024,1
18913,3,128,1024,11
18914,3,128,1024,7
18915,3,128,96,3
18916,3,128,96,5
18917,3,128,96,1
18918,3,128,96,11
18919,3,128,96,7
18920,3,128,6,3
18921,3,128,6,5
18922,3,128,6,1
18923,3,128,6,11
18924,3,128,6,7
18925,3,128,28,3
18926,3,128,28,5
18927,3,128,28,1
18928,3,128,28,11
18929,3,128,28,7
18930,3,128,192,3
18931,3,128,192,5
18932,3,128,192,1
18933,3,128,192,11
18934,3,128,192,7
18935,3,128,9,3
18936,3,128,9,5
18937,3,128,9,1
18938,3,128,9,11
18939,3,128,9,7
18940,3,128,12,3
18941,3,128,12,5
18942,3,128,12,1
18943,3,128,12,11
18944,3,128,12,7
18945,3,128,56,3
18946,3,128,56,5
18947,3,128,56,1
18948,3,128,56,11
18949,3,128,56,7
18950,3,128,3,3
18951,3,128,3,5
18952,3,128,3,1
18953,3,128,3,11
18954,3,128,3,7
18955,3,150,512,3
18956,3,150,512,5
18957,3,150,512,1
18958,3,150,512,11
18959,3,150,512,7
18960,3,150,16,3
18961,3,150,16,5
18962,3,150,16,1
18963,3,150,16,11
18964,3,150,16,7
18965,3,150,32,3
18966,3,150,32,5
18967,3,150,32,1
18968,3,150,32,11
18969,3,150,32,7
18970,3,150,64,3
18971,3,150,64,5
18972,3,150,64,1
18973,3,150,64,11
18974,3,150,64,7
18975,3,150,384,3
18976,3,150,384,5
18977,3,150,384,1
18978,3,150,384,11
18979,3,150,384,7
18980,3,150,256,3
18981,3,150,256,5
18982,3,150,256,1
18983,3,150,256,11
18984,3,150,256,7
18985,3,150,128,3
18986,3,150,128,5
18987,3,150,128,1
18988,3,150,128,11
18989,3,150,128,7
18990,3,150,255,3
18991,3,150,255,5
18992,3,150,255,1
18993,3,150,255,11
18994,3,150,255,7
18995,3,150,1024,3
18996,3,150,1024,5
18997,3,150,1024,1
18998,3,150,1024,11
18999,3,150,1024,7
19000,3,150,96,3
19001,3,150,96,5
19002,3,150,96,1
19003,3,150,96,11
19004,3,150,96,7
19005,3,150,6,3
19006,3,150,6,5
19007,3,150,6,1
19008,3,150,6,11
19009,3,150,6,7
19010,3,150,28,3
19011,3,150,28,5
19012,3,150,28,1
19013,3,150,28,11
19014,3,150,28,7
19015,3,150,192,3
19016,3,150,192,5
19017,3,150,192,1
19018,3,150,192,11
19019,3,150,192,7
19020,3,150,9,3
19021,3,150,9,5
19022,3,150,9,1
19023,3,150,9,11
19024,3,150,9,7
19025,3,150,12,3
19026,3,150,12,5
19027,3,150,12,1
19028,3,150,12,11
19029,3,150,12,7
19030,3,150,56,3
19031,3,150,56,5
19032,3,150,56,1
19033,3,150,56,11
19034,3,150,56,7
19035,3,150,3,3
19036,3,150,3,5
19037,3,150,3,1
19038,3,150,3,11
19039,3,150,3,7
19040,3,208,512,3
19041,3,208,512,5
19042,3,208,512,1
19043,3,208,512,11
19044,3,208,512,7
19045,3,208,16,3
19046,3,208,16,5
